image_file_name,shot_type,stance,bodyweight,ball_hit,ball_land
backhand-close-forward-body mid-deuce mid-3510.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-3749.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-3917.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-4567.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-5039.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-5073.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-5089.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-523.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-5348.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-5739.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-6431.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-6496.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-6804.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-6942.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-8226.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9165.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9293.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9494.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9550.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9599.jpg,backhand,close,forward,body mid,deuce mid
backhand-close-forward-body mid-deuce mid-9793.jpg,backhand,close,forward,body mid,deuce mid
backhand-open-backward-ad back-ad deep-2494.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-3248.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-3480.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-3526.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-4236.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-4406.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-4676.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-4758.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-4860.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-5170.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-5607.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-6064.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-6178.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-6199.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-6296.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-7435.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-7805.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-8081.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-8139.jpg,backhand,open,backward,ad back,ad deep
backhand-open-backward-ad back-ad deep-9648.jpg,backhand,open,backward,ad back,ad deep
forehand-close-backward-body back-deuce deep-1632.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-1957.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-3024.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-3456.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-3682.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-4793.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-4930.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-5036.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-5734.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-5748.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-6025.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-6236.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-6498.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-7410.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-7972.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-8350.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-8469.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-8657.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-974.jpg,forehand,close,backward,body back,deuce deep
forehand-close-backward-body back-deuce deep-9747.jpg,forehand,close,backward,body back,deuce deep
forehand-close-forward-body mid-ad deep-1278.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-1580.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-1665.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-2428.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-258.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-2755.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-2864.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-3200.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-3784.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-3797.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-4230.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-4458.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-4566.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-6064.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-7251.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-7462.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-747.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8104.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8179.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8359.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8405.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8723.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8773.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-8805.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9118.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9327.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9478.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9491.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9640.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-ad deep-9771.jpg,forehand,close,forward,body mid,ad deep
forehand-close-forward-body mid-deuce deep-10.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-1230.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-2390.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-2638.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-2921.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-3222.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-3379.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-3846.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-3888.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-4091.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-4459.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-4729.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-5307.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-541.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-6358.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-6818.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-683.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-7197.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-7256.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-732.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-7468.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-7699.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-8128.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-8271.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-8435.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-8907.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-9035.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-9274.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-928.jpg,forehand,close,forward,body mid,deuce deep
forehand-close-forward-body mid-deuce deep-9596.jpg,forehand,close,forward,body mid,deuce deep
forehand-open-backward-ad back-ad mid-1006.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-1235.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-1390.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-182.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-2134.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-2307.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-2466.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-271.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-2841.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-3015.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-3191.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-3790.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-4936.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5203.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5296.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5310.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5345.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5402.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-5603.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-6174.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-6529.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-6603.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-709.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-7128.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-7603.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-8244.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-8784.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-8891.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-903.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-ad mid-9337.jpg,forehand,open,backward,ad back,ad mid
forehand-open-backward-ad back-body mid-1219.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-1345.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-1962.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-1979.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-2174.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-2227.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-2254.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-2365.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-2528.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-3994.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-456.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-4797.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-5376.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-5564.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-622.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-646.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-6617.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-6700.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-6846.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-685.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-7241.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-7305.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-7410.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-7699.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9315.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9399.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9431.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9638.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9771.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-body mid-9883.jpg,forehand,open,backward,ad back,body mid
forehand-open-backward-ad back-deuce deep-1068.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1076.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1210.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1438.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1543.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1568.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1892.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-1897.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-2009.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-2022.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-2285.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-2357.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-274.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-276.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-3374.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-3537.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-3549.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-418.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4238.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4249.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4490.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4663.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4940.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-4958.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-5381.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-5613.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-5918.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-6055.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-6067.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-6250.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-6933.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7019.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7029.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-707.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7077.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7080.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-733.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7620.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7761.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-7818.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-82.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-8752.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-8792.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-9349.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-9388.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-9456.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-9610.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-97.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-975.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-ad back-deuce deep-9966.jpg,forehand,open,backward,ad back,deuce deep
forehand-open-backward-body back-ad deep-1099.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-1125.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-1410.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-1603.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-1767.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-1935.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-2885.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-3102.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-3125.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-3142.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-3532.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-3856.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-4203.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-4398.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-4450.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-4533.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-5344.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-557.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-6488.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-6552.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-6564.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-726.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-7441.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-7776.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-7958.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-8212.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-8360.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-8789.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-9071.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-ad deep-9159.jpg,forehand,open,backward,body back,ad deep
forehand-open-backward-body back-deuce mid-1394.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-154.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-1909.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-1965.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2003.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2054.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2194.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2255.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2496.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2681.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2723.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2868.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-2901.jpg,forehand,open,backward,body back,deuce mid
