image_file_name,shot_type,stance,bodyweight,ball_hit,ball_land
forehand-open-backward-body back-deuce mid-2974.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-3026.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-3501.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4175.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4177.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4225.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4345.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-444.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4532.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4584.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4620.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-466.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4752.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-4800.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-498.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5288.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5348.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5452.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5551.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5605.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5623.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-5866.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-591.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-6115.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-6165.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-6219.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-6552.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-687.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7046.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7089.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7186.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7302.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7573.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-7812.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-783.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8003.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8034.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8137.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8188.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8306.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-8923.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-9026.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-9479.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-9707.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-9800.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body back-deuce mid-9958.jpg,forehand,open,backward,body back,deuce mid
forehand-open-backward-body mid-ad deep-1056.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-1362.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-155.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-1659.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-1687.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-1703.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-3118.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-3407.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-3796.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-3876.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-3952.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-5030.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-518.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-519.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-5277.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-5381.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-5396.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-5858.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-6038.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-6926.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-7014.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-7247.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-7662.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-7933.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-8656.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-8695.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-8887.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-9108.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-9173.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-body mid-ad deep-9971.jpg,forehand,open,backward,body mid,ad deep
forehand-open-backward-deuce back-ad deep-2116.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-2671.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-299.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-3071.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-3131.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-3328.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-3957.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-4354.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-4402.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-4710.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-5188.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-5935.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-597.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-6651.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-6699.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-7429.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-7837.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-824.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-9785.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad deep-9901.jpg,forehand,open,backward,deuce back,ad deep
forehand-open-backward-deuce back-ad mid-1124.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-1519.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-1677.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-1910.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-1968.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2036.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-212.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2147.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2362.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2403.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2432.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2474.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-269.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2880.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-2930.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-3048.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-3527.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-3730.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-382.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4033.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4234.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4243.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-429.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4329.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4537.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4633.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4745.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-4843.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5080.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-510.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5153.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5288.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5369.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5403.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5646.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5671.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5774.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5844.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5865.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-5975.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-602.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6060.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6186.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6257.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6336.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6390.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6448.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-650.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6541.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6551.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-672.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6901.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6914.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6933.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6954.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-6973.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7143.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7217.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7249.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7287.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7299.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7352.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7607.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7758.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7919.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-7987.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-8140.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-8207.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-8414.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-8863.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9001.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9096.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-918.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9419.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9459.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9731.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9819.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9863.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9879.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-ad mid-9885.jpg,forehand,open,backward,deuce back,ad mid
forehand-open-backward-deuce back-deuce deep-1198.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-1397.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-1692.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-1732.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2220.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2298.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2665.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2794.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2798.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-2836.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-3715.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-3748.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-3768.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-3911.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-3948.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4031.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4115.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-414.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4176.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4248.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4252.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4660.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4883.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-4896.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-5285.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-5837.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-597.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-6330.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-6336.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-6888.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-7084.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-7317.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-7680.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-7794.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-7979.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-8084.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-8386.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-8436.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-851.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-8557.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-864.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-8887.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-901.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-909.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-9158.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-9625.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-9628.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-981.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-9869.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-backward-deuce back-deuce deep-991.jpg,forehand,open,backward,deuce back,deuce deep
forehand-open-forward-body back-ad deep-1027.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1150.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1326.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1409.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1549.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1577.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1610.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1777.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-1817.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-188.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-2092.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-2343.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-2448.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-309.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-3204.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-3247.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-3326.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-3693.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-3755.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-441.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-4474.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-4488.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-4530.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-4551.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-5575.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-5962.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-602.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-6227.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-6643.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-6956.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-7123.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-7230.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-7379.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-7593.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-7734.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-8012.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-82.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-8212.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-8596.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-874.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-8780.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-8858.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-9195.jpg,forehand,open,forward,body back,ad deep
forehand-open-forward-body back-ad deep-944.jpg,forehand,open,forward,body back,ad deep
